VenueID,ManagerID,VenueName,Address,MaxCapacity
627,114,Topiclounge,7917 Rockefeller Terrace,270
628,52,Dablist,9987 Sugar Center,267
629,539,Gevee,46 Union Trail,223
630,901,Yotz,74 Troy Pass,285
631,559,Katz,6454 Delladonna Circle,298
632,140,Meedoo,67373 Sunfield Junction,239
633,428,Innojam,1 Jay Center,101
634,925,Wikizz,5 Old Shore Hill,104
635,844,Skyba,0247 Artisan Avenue,227
636,190,Centidel,8807 Dahle Terrace,122
637,429,Skimia,65 Carpenter Avenue,145
638,902,Thoughtbridge,4369 Sutherland Alley,87
639,846,Oyonder,47 Clove Terrace,139
640,989,Dabjam,5187 Superior Alley,217
641,541,Realcube,29 Merry Avenue,242
642,171,Oyoyo,4135 Clove Terrace,98
643,835,Brainsphere,667 Lawn Junction,162
644,678,JumpXS,40 Killdeer Plaza,162
645,536,Zoombox,59 Carberry Court,101
646,538,Muxo,8532 Lawn Drive,262
647,713,Yotz,77 Mifflin Place,178
648,498,Skajo,7 Forest Run Point,227
649,287,Mybuzz,64565 New Castle Hill,157
650,706,Fadeo,4914 Manufacturers Crossing,233
651,168,Kamba,6850 Westerfield Terrace,298
652,151,Lazz,9 Becker Drive,257
653,615,Dynava,36232 Division Drive,95
654,934,Fadeo,23 Hayes Trail,178
655,214,Quatz,07 Reinke Road,250
656,65,Roombo,56 Union Avenue,270
657,359,Photospace,3000 Ilene Court,237
658,602,Bubbletube,16 Anderson Avenue,199
659,207,Divavu,100 Victoria Trail,114
660,278,Skyble,2 Heffernan Lane,159
661,90,Flashpoint,0 Buena Vista Plaza,249
662,435,Realcube,901 Myrtle Court,116
663,704,Bubbletube,4 Merchant Road,284
664,934,Buzzster,3 Sycamore Crossing,199
665,953,Flashset,645 Meadow Vale Place,141
666,71,Lazz,5608 Montana Hill,248
667,505,Oodoo,945 Troy Circle,92
668,411,Vitz,701 Straubel Way,224
669,47,Fivebridge,15 Namekagon Park,276
670,367,Jaxnation,57684 Glacier Hill Place,163
671,555,Realblab,0 Mockingbird Trail,96
672,823,Voonix,10 Gulseth Hill,114
673,906,Wikibox,9 Almo Court,211
674,148,Kwimbee,34 Morningstar Parkway,175
675,882,Bluejam,0 Graceland Junction,158
676,595,Yacero,0239 Erie Pass,226
677,876,Katz,10 Bayside Street,176
678,433,Eidel,43515 Pond Terrace,201
679,660,Flashdog,39 Canary Hill,212
680,515,Blogpad,3 Gina Point,199
681,900,Agivu,2404 Carberry Way,198
682,341,Ooba,63 Sauthoff Lane,248
683,373,Viva,351 Village Green Drive,147
684,41,Livetube,737 Annamark Parkway,224
685,844,Skippad,4 Monument Place,140
686,597,Gabtype,342 Mendota Center,286
687,275,Bluejam,88 Buell Drive,228
688,229,Edgewire,1727 Forest Way,153
689,889,Kimia,136 Kensington Hill,109
690,450,Latz,22830 Vernon Crossing,108
691,381,Twitterbridge,9 Monument Pass,221
692,811,Oyope,20 Sheridan Circle,261
693,83,Aivee,977 Hermina Crossing,171
694,268,Youfeed,55587 Chive Junction,156
695,440,Meevee,58 Monument Junction,269
696,959,Skinix,89126 John Wall Plaza,292
697,6,Topiczoom,9 Express Drive,290
698,280,Ntags,786 Almo Alley,224
699,574,Digitube,7678 Coleman Center,217
700,886,Shuffledrive,11829 Ridgeview Avenue,195
701,977,Demizz,62778 American Parkway,140
702,335,Eamia,4 Bay Street,158
703,336,Thoughtworks,2 Mosinee Crossing,145
704,231,Camimbo,1 Sutherland Center,297
705,523,Zooveo,72 Scofield Pass,277
706,848,Voomm,0466 Crescent Oaks Way,241
707,198,Brainlounge,13 Oak Junction,298
708,429,Blogpad,2031 Helena Pass,273
709,514,Vimbo,255 Birchwood Park,277
710,493,Linkbridge,44 Independence Center,265
711,858,Tavu,8820 Larry Drive,191
712,909,Minyx,013 American Ash Plaza,98
713,19,Browseblab,3494 Montana Point,262
714,247,Skimia,886 Southridge Plaza,120
715,604,Meetz,4 Surrey Plaza,160
716,158,Browsetype,66865 Express Pass,148
717,265,Vinte,69302 Trailsway Terrace,87
718,333,Abatz,79 Delladonna Point,178
719,698,Livetube,3 Lakewood Circle,132
720,390,Innotype,3 Tennyson Alley,139
721,654,Dabtype,5182 Nevada Place,107
722,585,Yamia,9009 New Castle Place,107
723,128,Vidoo,7007 Glendale Avenue,274
724,997,Tazz,944 Colorado Circle,156
725,753,Agimba,18 Stoughton Street,277
726,457,Jaxnation,10 Hooker Junction,151
727,721,Babbleblab,58 Rutledge Avenue,142
728,538,Riffpedia,1198 Mayer Center,189
729,257,Photobug,64 Arrowood Pass,253
730,519,Jabberstorm,2 Prentice Point,121
731,562,Buzzbean,6913 Fairfield Plaza,263
732,693,InnoZ,5543 Holy Cross Avenue,230
733,629,Rhyzio,9562 Northport Way,120
734,681,Realblab,65 Mccormick Pass,184
735,984,Brainsphere,98590 Merchant Circle,158
736,217,Avamba,40622 Debra Court,248
737,253,Mita,43221 Lake View Terrace,287
738,891,Mydeo,398 Jay Point,179
739,759,Vimbo,239 Fallview Parkway,215
740,963,Zoomdog,923 7th Pass,165
741,859,Youspan,9 Di Loreto Lane,197
742,118,Aimbu,35957 Warner Crossing,207
743,881,Thoughtstorm,35 Lerdahl Road,296
744,850,Tagopia,552 Gerald Circle,136
745,686,Rhyloo,64816 Arrowood Terrace,216
746,85,Vidoo,1141 Pepper Wood Place,134
747,472,Topdrive,187 Moulton Plaza,253
748,134,Avamm,9 Talisman Plaza,227
749,83,Quimba,77744 Hallows Hill,167
750,511,Jaxnation,2784 Daystar Trail,263
751,988,Bluejam,06674 Service Trail,256
752,173,Skiptube,927 Kennedy Place,177
753,449,Miboo,3 Caliangt Parkway,208
754,199,Viva,63492 Sutherland Alley,85
755,382,Brainverse,86 Vera Park,273
756,402,Skibox,311 Derek Park,210
757,660,Skiba,28743 Thompson Hill,253
758,812,Myworks,8 Warbler Park,244
759,957,Skyba,9827 Summer Ridge Avenue,186
760,37,Wikivu,630 Nancy Avenue,290
761,848,Feedspan,0 Randy Street,235
762,449,Zoonder,7 Darwin Trail,229
763,346,Topiczoom,232 Golf Street,121
764,14,Oyoloo,03 Park Meadow Plaza,193
765,104,Edgeclub,737 Washington Lane,246
766,85,Roomm,1 Old Gate Lane,91
767,500,Blogspan,656 Pine View Point,101
768,662,Mycat,2 Messerschmidt Center,286
769,444,Omba,862 Lindbergh Crossing,274
770,721,Quinu,57 Eagle Crest Point,89
771,976,Ooba,170 Maryland Way,299
772,579,Vinte,45 Brentwood Point,290
773,365,Cogilith,70316 Linden Avenue,169
774,900,Innotype,34 Reindahl Terrace,247
775,939,Buzzbean,41 Meadow Ridge Place,108
776,509,Aibox,8552 Pierstorff Pass,207
777,421,Realbridge,77151 Hayes Road,154
778,776,Browsezoom,69949 2nd Park,255
779,608,Kwinu,6828 Longview Junction,271
780,686,Twimm,8998 Killdeer Lane,262
781,802,Rhynyx,03 Hanson Trail,297
782,982,Eidel,4242 Bultman Point,143
783,837,Voonyx,2 Red Cloud Pass,198
784,482,Tagopia,513 Mandrake Point,156
785,789,Wikizz,7 Reindahl Center,258
786,146,Eidel,4521 Autumn Leaf Drive,148
787,411,Feedbug,52488 Beilfuss Center,204
788,90,Topiclounge,6564 Judy Center,227
789,356,JumpXS,48 Oriole Way,123
790,263,Mymm,4870 Bowman Road,134
791,645,Eayo,6 Londonderry Street,169
792,352,Skinder,148 David Alley,191
793,302,Buzzster,8708 Bluestem Parkway,150
794,238,Tekfly,656 Dahle Trail,274
795,785,Oyonder,251 Arkansas Terrace,183
796,69,Divape,1 Pond Way,160
797,410,Browsezoom,0 Old Gate Road,207
798,161,Topdrive,80419 Schiller Street,163
799,761,Topiczoom,4129 Pond Court,299
800,621,Zazio,0 Tennessee Road,254
801,565,Gigashots,28 Bowman Center,188
802,241,Feedfire,814 Sutteridge Place,146
803,967,Roombo,18 Green Ridge Plaza,148
804,326,Photospace,65882 International Hill,248
805,761,Bluezoom,489 Eagan Road,119
806,885,Twinder,3406 Mccormick Plaza,85
807,81,Flashspan,77 La Follette Plaza,182
808,900,Linkbuzz,70 Moulton Junction,94
809,464,Mybuzz,4182 Prentice Alley,106
810,991,Janyx,0006 Straubel Hill,193
811,966,Oloo,4374 Porter Park,245
812,699,Oyoba,3350 Eagle Crest Plaza,234
813,65,Yakidoo,23243 Spohn Avenue,249
814,508,Kazu,21 Dottie Crossing,241
815,237,Fivespan,27 Iowa Parkway,103
816,561,Kimia,9 Meadow Ridge Parkway,152
817,211,Kanoodle,24561 Nelson Plaza,118
818,117,Devshare,4 Vera Point,262
819,499,Plambee,28174 Bellgrove Circle,212
820,674,Oyonder,3493 Blaine Junction,176
821,575,Ailane,05 Northridge Point,271
822,105,Chatterpoint,8 Stoughton Point,80
823,381,Devpulse,9 Kropf Hill,83
824,555,Mynte,611 Westport Terrace,280
825,995,Cogidoo,42487 Elgar Way,257
826,331,Babbleopia,3301 Bluejay Plaza,90
827,704,Skajo,55162 Shopko Crossing,298
828,63,Oyoba,9 Bellgrove Avenue,183
829,703,Rooxo,8151 Prairieview Center,256
830,136,Yamia,0142 Loomis Park,170
831,748,Yodoo,3 Cardinal Point,127
832,993,Tambee,10 Dorton Avenue,175
833,780,Eidel,99 Loomis Trail,227
834,700,Camido,370 Arapahoe Place,211
835,433,Kamba,989 Kedzie Point,169
836,410,Quinu,8361 Havey Place,285
837,245,Photobug,574 Bluejay Lane,223
838,663,Photobug,41951 Rieder Road,137
839,435,Shuffletag,1723 Village Drive,187
840,131,Yozio,2 Oriole Point,171
841,349,Mita,8 Green Ridge Avenue,214
842,275,Youspan,74746 Shelley Circle,256
843,206,Zoomzone,8 Kipling Alley,260
844,951,Jayo,60527 Pleasure Park,171
845,449,Kazio,4995 Crowley Drive,226
846,146,Zooveo,4885 Oriole Point,147
847,522,Eidel,1 Warbler Center,253
848,407,Browsecat,6 Heffernan Junction,199
849,596,Demivee,70 Rigney Crossing,229
850,11,Meeveo,4 Red Cloud Drive,245
851,189,Tagtune,22 Moland Parkway,159
852,95,Agimba,4 Bonner Alley,216
853,770,Devshare,14 Corben Park,296
854,349,Cogilith,97863 Boyd Way,127
855,32,Lajo,1836 Springs Crossing,152
856,40,Oyonder,06983 Leroy Junction,254
857,560,Thoughtstorm,6993 Oneill Center,135
858,316,Reallinks,27 Stone Corner Trail,213
859,4,Photospace,085 Rowland Hill,183
860,319,Zoomcast,8664 Susan Circle,240
861,760,Youspan,63 Darwin Pass,170
862,73,Bubbletube,82483 Division Lane,284
863,275,Abata,5766 Randy Way,87
864,560,Photobug,7716 Helena Junction,83
865,827,Buzzdog,033 Elka Drive,95
866,91,Oyondu,01 Springview Hill,261
867,938,Gabcube,8159 Meadow Vale Point,105
868,703,Fivespan,6 Beilfuss Pass,82
869,387,Photobug,2557 Darwin Park,94
870,418,Jetwire,8 Mallory Drive,253
871,494,Yakijo,96 Vera Alley,236
872,61,Browseblab,40 Elka Plaza,214
873,715,Plambee,2729 Grim Crossing,184
874,919,Mita,575 Sloan Court,255
875,73,Jaxspan,586 Pine View Plaza,193
876,26,Shufflester,013 Crescent Oaks Road,266
877,155,Jazzy,93 Kim Plaza,162
878,163,JumpXS,44606 Eggendart Park,173
879,675,Aivee,6791 Canary Court,242
880,370,Ozu,7 Becker Center,173
881,797,Eimbee,5 Linden Center,88
882,868,Meembee,59 Superior Avenue,211
883,539,Skiba,3 Pleasure Drive,190
884,521,Topiczoom,884 Anniversary Center,268
885,424,Kimia,29207 Alpine Plaza,245
886,634,Vinder,543 Graedel Way,195
887,685,Flashspan,69618 Thompson Terrace,290
888,322,Gigashots,8989 Mockingbird Avenue,177
889,853,Photofeed,3275 Crowley Circle,193
890,619,Skaboo,8 Lyons Place,165
891,796,Aivee,4 Red Cloud Avenue,144
892,633,Dabtype,5455 Arizona Court,114
893,94,Divavu,08 Grover Drive,288
894,380,Edgeblab,86227 Killdeer Way,144
895,209,Shufflester,955 Chive Drive,143
896,458,Realbuzz,034 Memorial Crossing,274
897,452,Divavu,6480 Maple Wood Crossing,178
898,827,Yodel,43479 Northland Place,147
899,791,Wordify,92470 Paget Way,102
900,17,Snaptags,1 Ludington Road,281
901,133,Thoughtblab,03 Haas Center,268
902,888,Bubbletube,562 Monument Hill,200
903,948,Meedoo,994 Birchwood Park,213
904,485,Ailane,25 Continental Drive,164
905,749,Viva,222 Truax Avenue,276
906,349,Linkbridge,252 Northfield Drive,162
907,717,Reallinks,53113 Canary Terrace,274
908,106,Jamia,91063 Northport Parkway,143
909,879,Viva,85 Cody Junction,159
910,767,Dynabox,5 Reindahl Pass,299
911,111,Jabberstorm,8411 Ruskin Hill,227
912,851,Bubbletube,13274 Burrows Point,115
913,911,Zoozzy,5 Red Cloud Trail,173
914,836,Thoughtsphere,91848 Longview Circle,90
915,831,Tazz,1535 Maple Drive,142
916,558,Omba,2893 2nd Terrace,83
917,726,Abata,18059 Eagan Hill,177
918,6,Topiclounge,294 Morning Crossing,170
919,846,Jayo,996 Butterfield Avenue,158
920,159,Vitz,20 Southridge Street,189
921,420,Zoombox,09554 Bonner Circle,223
922,834,Chatterpoint,51384 Bultman Lane,222
923,525,Wordtune,207 Bartillon Avenue,258
924,552,Wikivu,90 7th Lane,115
925,459,Yozio,07163 Old Shore Drive,126
926,427,Ozu,21 Erie Parkway,111
927,369,Pixope,964 Starling Alley,241
928,207,Devshare,2 Veith Terrace,96
929,507,Kanoodle,090 Talmadge Road,212
930,71,Yakidoo,88613 American Ash Road,183
931,699,Edgeblab,2340 Sherman Court,130
932,650,Yacero,18 East Plaza,177
933,386,Topicshots,36 Eagle Crest Terrace,94
934,721,Realcube,9282 Fremont Plaza,116
935,647,Skyndu,82 Oakridge Trail,93
936,723,Photobug,5 Macpherson Way,141
937,331,Bluejam,87 Prairieview Park,144
938,700,Leexo,218 American Parkway,297
939,138,Gigazoom,47552 Bunting Pass,270
940,222,Camido,4 Crest Line Park,139
941,377,Babbleset,39 Brentwood Crossing,165
942,636,Jaxnation,78790 Onsgard Crossing,100
943,427,Skalith,9696 Scoville Crossing,277
944,568,Lazzy,663 Rigney Center,131
945,339,Meevee,63116 Reindahl Circle,233
946,411,Cogilith,3027 Westend Way,299
947,542,Jaxnation,6 Ohio Center,193
948,831,Gabcube,89688 Memorial Terrace,167
949,144,Shuffletag,4 Arrowood Avenue,282
950,154,Thoughtworks,53378 Mallard Crossing,87
951,986,Zoovu,662 Warner Place,163
952,735,Brightdog,24 Anhalt Plaza,192
953,99,Yoveo,2 Southridge Drive,233
954,363,Tagfeed,58 Kingsford Place,240
955,826,Pixonyx,0 American Ash Park,91
956,534,Edgeclub,165 Northwestern Court,115
957,257,Zava,365 Farwell Way,260
958,472,Skinte,69934 Fallview Trail,265
959,716,Ntag,564 Lerdahl Point,136
960,340,Centimia,2671 Elmside Crossing,197
961,788,Geba,5500 Pawling Lane,276
962,744,Realmix,4878 Bunting Center,83
963,822,Youspan,99 Spaight Street,120
964,340,Photofeed,45 East Point,268
965,621,Meemm,966 Sheridan Center,186
966,117,Ailane,5 Del Mar Lane,224
967,964,Edgeify,10748 Butterfield Parkway,256
968,432,Kimia,4018 Cordelia Drive,242
969,227,Meemm,2283 Kennedy Parkway,210
970,96,Trudoo,4 Milwaukee Drive,133
971,76,Pixoboo,81 Hallows Pass,182
972,339,Aibox,02 Waywood Point,156
973,49,Chatterbridge,52 Sutherland Hill,277
974,45,Photobug,72 Kennedy Street,217
975,987,Vitz,84782 Goodland Junction,262
976,321,Thoughtstorm,5 Washington Lane,219
977,241,Midel,7180 Kedzie Trail,107
978,141,Youfeed,8134 Warner Lane,182
979,27,Youbridge,26 Parkside Center,148
980,314,Fivechat,70 Village Avenue,95
981,268,Vitz,53 Fulton Drive,224
982,640,Edgetag,2 Crowley Lane,249
983,341,Kare,9554 Spenser Hill,116
984,133,Gabvine,47519 Northfield Street,265
985,646,Fadeo,07400 Little Fleur Crossing,278
986,862,Rhybox,031 Scoville Street,187
987,456,Viva,4 Meadow Ridge Court,133
988,653,InnoZ,63579 Sauthoff Parkway,85
989,676,Tagchat,6686 Mallory Plaza,117
990,396,Fiveclub,048 Boyd Parkway,152
991,795,Oyoyo,4590 Rowland Way,171
992,106,Avavee,4 3rd Road,122
993,464,Kaymbo,81 Holy Cross Point,178
994,243,Divanoodle,969 Charing Cross Alley,103
995,329,Jetwire,63746 Mallard Way,203
996,925,Bluezoom,8 Fairview Place,294
997,288,Voonder,8 Monument Circle,293
998,65,Thoughtbridge,4340 Sundown Drive,296
999,16,Wikido,193 Lukken Circle,183
1000,573,Skiba,6055 Logan Pass,174
